sn,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23
869,3,1,3,4,3,5,5,3,1,3,4,4,4,4,2,5,5,4,1,2,4,1,2
870,2,1,4,3,2,2,1,2,4,3,3,3,1,1,2,2,2,1,3,3,3,3,4
871,3,2,3,4,2,2,4,3,3,2,3,4,2,4,3,3,4,2,1,4,3,2,4
872,3,1,2,1,2,1,2,2,2,2,1,3,3,3,3,3,2,2,4,2,2,5,5
873,2,3,4,3,2,1,1,2,4,2,2,2,1,1,1,2,2,2,4,3,2,4,3
874,4,1,2,5,5,1,4,2,4,2,3,4,2,4,2,4,3,3,2,5,5,1,4
875,2,1,1,4,4,1,5,2,1,1,2,2,1,5,2,4,4,4,2,5,5,1,4
876,2,3,4,1,2,2,2,1,5,2,1,2,1,3,3,2,2,1,2,2,2,3,4
877,2,2,2,3,3,2,3,1,1,1,1,3,2,3,3,2,1,2,1,4,2,3,4
878,3,4,3,3,2,4,3,2,4,2,2,4,4,3,4,4,2,4,4,2,3,4,4
879,3,2,2,3,3,2,3,2,2,2,2,3,2,3,3,3,2,2,3,3,3,3,3
880,2,1,1,4,5,1,2,3,3,2,3,3,2,3,2,3,4,3,1,5,4,3,3
881,2,1,2,2,4,2,2,2,3,4,2,4,3,2,4,4,2,2,1,2,3,4,4
882,2,1,2,3,3,2,2,3,1,2,3,3,2,2,2,3,2,3,2,4,2,2,4
883,4,2,2,4,2,2,2,2,4,2,2,4,2,2,2,4,3,4,3,4,4,4,4
884,2,2,3,2,2,1,2,2,4,2,2,3,2,3,2,2,2,2,2,4,4,4,4
885,3,2,5,3,2,4,3,3,5,2,2,2,2,2,2,3,3,2,1,3,3,4,4
886,2,1,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,3,3,4,3,3,3
887,3,1,2,3,5,5,5,3,3,4,4,5,5,5,4,4,3,5,3,3,5,1,3
888,4,1,1,4,2,1,4,3,4,1,3,5,5,5,1,5,5,5,1,5,5,4,5
889,4,1,2,3,4,5,4,3,1,3,3,3,3,3,2,3,3,4,2,4,4,3,4
890,1,2,3,1,1,1,1,2,3,1,1,3,2,4,2,1,1,2,1,4,2,4,1
891,3,4,3,2,2,1,2,2,5,1,1,2,2,1,1,3,2,1,2,3,3,4,5
892,2,2,4,2,1,1,1,1,4,2,1,3,1,2,3,2,2,1,4,2,2,5,5
893,4,1,1,5,4,5,5,5,2,2,4,4,4,4,4,5,4,5,1,5,4,2,4
894,2,1,3,1,1,2,2,2,3,2,2,3,2,1,2,2,2,2,4,4,3,4,4
895,3,1,3,3,4,4,3,4,1,3,3,3,3,4,3,3,3,3,4,4,3,4,3
896,2,1,1,4,3,2,4,2,3,2,3,3,2,3,3,2,2,2,2,1,3,3,3
897,2,2,3,4,3,4,4,2,4,2,3,2,3,3,4,3,2,3,2,4,3,4,3
898,3,1,2,4,4,2,5,3,2,4,4,5,5,4,5,4,3,5,2,3,3,3,5
899,1,4,4,2,2,1,2,1,3,1,1,2,1,1,3,1,2,1,2,3,1,4,4
900,2,1,1,4,3,2,4,2,3,3,2,5,3,4,2,4,2,3,1,5,5,3,3
901,2,1,2,2,2,2,4,1,3,1,2,3,2,2,2,2,1,2,1,2,2,1,1
902,3,1,1,2,4,2,4,2,1,2,2,4,2,4,2,4,4,3,1,4,4,3,4
903,2,2,1,2,3,2,4,2,1,3,2,3,3,3,3,2,3,3,1,3,2,4,2
904,2,1,3,3,2,2,3,2,2,1,1,3,2,2,3,3,2,2,3,4,4,3,3
905,2,3,4,2,2,3,3,2,4,2,2,3,2,3,2,2,2,2,4,3,3,4,4
906,5,1,1,3,4,2,4,5,5,2,4,5,4,5,2,4,5,2,2,5,5,5,5
907,3,1,4,2,4,1,2,2,5,1,2,2,2,2,2,3,3,3,4,5,2,5,5
908,2,1,1,4,5,2,5,3,2,2,2,3,3,3,4,4,3,2,1,4,3,3,3
909,2,1,1,3,4,5,2,2,2,2,3,4,3,3,4,3,2,5,1,4,4,3,1
910,2,1,3,2,4,2,2,2,3,2,1,3,2,3,2,3,2,3,1,2,2,3,3
911,1,1,1,4,1,1,2,1,1,1,1,3,1,1,4,2,2,1,1,4,2,2,1
912,2,1,4,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,3,3,2,3,3
913,3,1,3,3,4,3,4,2,4,3,2,3,2,3,2,2,3,5,2,2,3,3,4
914,2,2,4,2,2,3,3,2,4,2,2,2,2,2,2,3,2,2,4,3,2,3,4
915,2,4,3,2,3,2,3,2,2,3,2,2,2,3,2,3,2,2,3,3,2,4,3
916,1,2,4,4,4,2,4,2,1,2,2,4,1,2,4,4,2,3,2,4,4,5,3
917,2,2,3,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,3,3,2,3,4
918,2,1,3,3,3,4,4,2,3,2,2,3,3,4,3,3,3,4,3,5,4,3,2
919,4,1,1,4,2,4,5,4,1,2,4,4,4,4,3,4,3,3,1,5,4,3,1
920,3,3,3,3,4,2,3,2,4,3,2,3,2,3,3,3,3,3,3,4,4,3,3
921,2,4,5,2,2,1,2,1,5,2,1,3,2,2,2,2,2,1,4,3,2,3,4
922,2,1,2,2,3,1,2,2,1,1,1,3,1,1,1,2,2,2,2,3,4,2,4
923,4,2,3,3,3,2,3,2,3,3,2,4,2,4,4,5,3,2,3,2,3,2,4
924,2,1,2,3,4,4,3,1,1,3,1,3,2,3,5,3,3,2,1,3,2,1,3
925,1,5,3,1,1,4,3,1,2,1,1,4,3,2,3,1,1,3,2,3,2,4,4
926,1,2,2,2,2,1,2,1,4,2,2,3,2,3,2,3,1,3,2,4,5,4,3
927,3,1,2,3,3,1,4,2,1,4,2,3,3,4,4,2,2,3,4,3,3,4,3
928,4,2,1,4,4,2,4,2,4,4,2,3,4,3,4,4,2,4,3,4,4,4,4
929,1,2,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2
930,2,1,3,2,2,1,2,2,3,3,2,2,1,2,2,2,2,2,4,4,3,3,4
931,2,2,3,3,3,2,3,2,3,3,2,2,2,3,2,2,2,2,2,5,4,3,3
932,2,5,5,2,3,2,2,2,4,2,1,3,2,2,2,2,2,3,3,4,3,3,4
933,3,1,1,3,4,1,4,2,4,2,2,4,3,2,2,3,2,2,4,4,4,2,4
934,5,1,2,4,4,3,4,5,3,1,3,5,3,4,4,4,4,3,1,5,4,2,4
935,3,1,2,2,3,1,4,4,4,2,3,4,4,4,4,3,4,3,2,4,4,4,5
936,3,1,3,2,5,1,1,2,3,3,2,4,2,2,4,4,2,2,1,5,4,4,5
937,5,1,1,4,4,4,4,3,2,3,3,4,4,4,3,4,2,4,2,5,4,2,2
938,2,1,1,3,4,2,4,4,4,2,4,4,2,2,4,3,4,2,1,5,4,1,1
939,3,1,3,3,2,4,3,2,2,2,2,4,3,3,2,3,2,5,2,3,3,4,3
940,3,1,1,4,2,2,4,2,1,2,3,4,2,2,4,4,3,3,1,4,4,1,1
941,2,2,3,3,3,2,2,3,3,3,2,4,1,3,2,2,2,2,1,4,3,3,4
942,2,1,3,3,3,2,2,2,3,2,3,3,3,3,3,3,2,3,2,4,3,3,4
943,3,2,1,3,3,4,4,5,3,3,5,3,4,5,1,4,5,3,2,2,4,4,2
944,2,1,1,1,2,2,1,1,3,3,1,3,1,2,1,3,1,1,3,4,2,3,4
945,1,2,3,1,2,2,2,2,3,2,2,3,1,2,2,1,2,3,1,4,1,2,3
946,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,4,2,2,4
947,2,1,3,2,2,2,2,2,4,3,2,2,3,2,3,2,2,2,3,3,3,4,3
948,3,1,1,3,5,5,5,3,1,1,4,5,4,5,2,5,3,5,1,4,4,1,3
949,2,1,3,2,2,1,1,2,4,2,2,3,2,2,2,2,2,2,4,3,3,3,3
950,3,2,3,1,3,1,2,3,2,1,3,2,3,3,2,1,2,1,1,3,2,1,2
951,3,2,3,3,2,1,3,3,3,1,2,3,2,2,3,3,3,2,1,4,4,4,4
952,1,1,4,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,4,2
953,3,3,5,4,3,5,5,2,2,4,3,5,5,5,5,4,4,5,3,5,4,3,3
954,2,1,2,2,3,2,4,2,3,3,3,3,4,3,3,2,3,4,2,4,3,3,3
955,2,2,3,3,4,3,4,2,4,3,2,5,3,2,2,2,3,4,4,3,3,3,4
956,4,1,2,4,4,2,4,2,2,4,3,4,3,3,3,4,3,3,1,5,5,3,3
957,3,1,1,4,2,5,4,2,1,2,3,3,3,5,5,4,2,3,1,5,4,2,4
958,4,1,1,3,4,4,4,5,3,2,5,3,4,5,4,4,5,4,1,5,4,1,1
959,2,1,4,2,2,1,1,1,3,1,1,2,2,1,3,3,1,1,2,3,2,2,3
960,4,1,1,3,2,1,2,2,4,2,2,4,2,3,2,2,2,4,2,2,2,4,4
961,3,2,2,3,4,2,2,2,4,2,2,4,2,4,3,4,2,4,1,3,4,3,3
962,2,2,4,2,2,1,2,1,5,2,1,2,2,1,2,2,2,2,5,4,2,1,1
963,2,2,4,2,2,2,2,2,4,2,1,2,1,2,2,2,2,2,4,2,2,4,4
964,3,1,5,1,2,3,3,2,2,2,1,3,2,2,3,3,2,2,2,2,2,2,4
965,3,1,2,3,3,2,2,3,3,2,3,4,3,4,3,4,4,3,2,4,4,2,3
966,2,1,1,4,2,1,3,3,2,2,3,4,3,4,3,2,3,3,3,4,4,2,5
967,2,2,4,1,3,1,2,2,2,3,3,3,1,2,2,2,3,3,4,3,4,2,4
968,3,4,2,3,2,2,2,3,4,3,2,3,2,3,3,4,4,1,2,4,3,3,5
969,1,2,5,2,1,1,2,2,4,2,2,3,2,5,2,3,2,2,2,4,2,4,4
970,3,1,3,3,3,1,4,2,4,2,1,3,2,3,3,2,3,2,3,2,3,1,4
971,2,3,4,2,3,1,2,2,4,2,1,2,2,2,2,2,2,1,1,3,2,3,4
972,2,1,2,2,4,2,4,2,2,3,2,3,2,2,4,4,3,2,2,3,4,3,4
973,2,2,3,4,5,3,3,4,4,2,4,3,3,3,4,4,4,2,2,4,3,2,3
974,3,1,2,3,2,4,4,3,4,1,2,2,2,3,2,2,4,4,2,4,3,1,5
975,2,1,3,3,2,1,3,2,4,2,1,2,1,2,2,2,2,3,4,3,3,3,4
976,3,2,4,3,2,2,4,2,3,2,3,4,3,3,2,3,3,2,2,2,2,3,4
977,3,1,1,3,4,2,3,2,1,3,2,4,3,3,3,4,2,2,1,5,5,1,3
978,1,2,5,1,2,1,2,1,4,1,1,2,2,1,2,1,2,2,4,2,2,4,4
979,2,2,3,3,2,2,2,4,2,2,2,2,2,3,2,2,3,1,3,2,3,4,3
980,2,2,4,2,2,4,3,2,5,2,2,3,3,3,2,3,2,3,3,3,2,4,4
981,2,2,3,2,4,5,4,3,1,2,2,3,4,3,4,2,4,3,1,4,3,4,4
982,2,3,4,2,2,2,2,2,4,3,2,2,2,2,3,2,2,2,4,2,3,3,4
983,3,3,2,4,4,3,2,2,4,2,2,3,2,3,3,3,2,2,1,5,4,3,4
984,2,3,3,2,3,2,2,2,4,2,2,2,2,2,2,2,2,1,4,3,3,2,4
985,2,1,3,2,2,2,5,3,1,2,2,4,2,2,4,4,3,3,1,5,4,2,5
986,4,1,1,4,3,2,2,1,4,2,4,3,2,2,4,2,2,1,4,5,1,4,5
987,2,2,2,3,2,2,2,3,3,2,2,5,3,3,4,3,3,2,1,5,3,4,4
988,5,1,1,4,4,2,4,3,2,3,3,5,3,5,3,5,3,4,2,5,5,1,3
989,2,3,2,4,3,2,3,3,4,2,3,3,2,3,2,3,3,2,3,4,5,3,4
990,2,2,3,2,2,2,2,2,3,2,2,3,2,4,2,2,2,4,3,2,3,3,3
991,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,4,2,4
992,2,1,3,3,3,2,3,2,5,2,2,3,2,3,4,3,2,2,1,3,3,4,4
993,1,2,5,2,2,1,2,1,4,1,1,2,2,2,2,2,1,1,4,2,2,2,4
994,2,1,3,2,2,2,3,3,2,2,1,2,2,3,3,2,2,2,2,3,2,2,1
995,3,2,3,3,2,4,3,3,4,2,3,4,3,4,2,3,2,3,4,2,2,1,2
996,4,1,3,3,4,2,2,2,3,3,2,3,1,3,2,3,2,3,1,4,3,4,4
997,3,1,1,3,2,3,3,3,3,2,3,4,2,3,4,3,3,3,1,5,3,1,5
998,2,1,2,2,2,2,3,2,2,3,2,3,2,4,2,2,2,3,1,3,3,2,3
999,4,1,1,4,1,2,5,1,1,1,1,4,1,5,4,5,1,1,1,5,5,1,1
1000,1,1,2,2,4,2,3,2,2,2,2,2,2,3,2,2,2,2,3,4,3,3,1
1001,3,1,2,4,2,2,4,1,1,1,3,4,3,3,3,2,3,3,1,5,3,1,5
1002,1,1,3,3,2,1,2,2,1,2,2,2,2,1,2,2,2,1,3,3,2,4,1
1003,2,1,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,4
1004,2,1,4,1,2,3,2,1,4,1,1,4,1,3,1,3,1,1,1,4,3,1,1
1005,2,1,3,5,2,4,4,2,1,2,2,4,4,4,5,4,1,3,1,4,2,1,5
1006,2,1,3,2,2,2,3,2,3,2,2,3,3,3,2,3,2,1,3,3,3,2,4
1007,3,2,2,4,4,4,4,2,2,2,4,3,3,4,4,3,4,3,2,3,3,4,3
1008,2,1,2,3,2,2,4,4,4,2,4,2,2,3,3,2,3,3,2,5,5,4,2
1009,1,2,4,2,2,1,2,1,4,2,1,1,1,2,2,1,1,1,4,3,2,4,4
1010,2,1,3,3,4,2,4,3,4,2,2,3,2,3,3,3,3,2,1,4,3,1,4
1011,1,2,3,2,2,1,2,2,5,1,2,2,1,1,1,1,1,1,2,2,2,5,5
1012,3,4,1,4,3,4,5,3,4,4,3,3,3,2,3,3,3,3,1,5,4,4,2
1013,2,3,4,2,2,1,2,2,4,2,1,3,2,2,2,2,1,1,4,3,3,5,4
1014,1,1,1,1,1,1,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,1
1015,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,4
1016,3,1,2,3,2,3,4,1,3,2,1,4,2,1,1,3,1,3,1,4,3,3,4
1017,3,1,3,2,2,2,3,2,1,2,2,3,2,2,2,2,2,2,3,3,3,2,4
1018,2,2,1,5,5,4,4,3,4,2,3,3,3,5,4,3,4,5,1,5,5,5,4
1019,2,1,3,2,1,1,1,1,4,3,2,4,3,2,2,2,1,3,4,3,2,4,3
1020,2,2,4,2,2,1,2,1,3,4,2,3,2,1,1,3,3,2,4,3,3,4,4
1021,2,1,4,2,2,2,2,1,3,2,1,3,2,2,3,3,2,2,4,4,2,3,3
1022,1,2,3,3,2,2,4,1,3,1,2,2,2,3,2,3,2,1,2,2,5,5,5
1023,2,2,3,2,2,3,2,1,2,2,1,2,1,2,2,2,2,1,1,3,2,2,2
1024,2,3,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,4
1025,2,2,2,3,2,2,3,2,4,2,2,3,2,2,2,2,2,2,2,4,3,2,2
1026,4,1,2,4,2,3,4,2,4,4,2,5,4,3,5,5,2,2,1,5,5,4,5
1027,3,1,1,4,4,5,5,4,3,4,4,4,4,4,5,3,3,4,1,4,4,3,4
1028,1,2,4,2,1,1,1,1,4,2,1,2,2,1,2,2,1,1,2,2,2,2,5
1029,3,1,1,4,4,2,3,2,2,3,3,3,2,2,2,3,2,2,4,4,3,4,3
1030,2,2,2,3,3,2,3,3,3,2,2,5,3,4,3,2,2,3,1,4,3,2,2
1031,2,3,3,2,3,3,3,2,2,2,2,3,2,3,2,3,2,3,3,3,3,2,3
1032,2,2,4,2,2,1,2,1,1,2,1,3,2,2,1,2,2,3,3,4,3,3,2
1033,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3
1034,2,2,3,3,2,1,1,1,2,2,1,3,3,3,2,2,2,2,3,3,3,2,4
1035,4,4,1,4,2,4,4,2,4,2,2,5,4,2,2,4,3,4,4,2,3,4,4
1036,2,1,3,2,2,1,1,2,4,1,1,1,1,1,1,1,1,1,2,3,1,3,4
1037,2,2,4,3,2,2,4,3,3,3,2,3,3,4,3,2,2,3,3,3,3,3,3
1038,4,1,1,2,2,1,4,1,3,1,2,3,3,3,3,4,3,3,1,5,4,3,5
1039,2,1,3,2,3,1,4,2,4,2,3,2,2,2,1,2,2,1,2,3,3,2,4
1040,3,2,3,3,1,3,3,2,3,3,2,2,2,2,1,2,2,3,2,3,2,3,4
1041,2,1,3,2,3,1,2,2,2,1,2,3,2,4,3,3,2,2,1,5,3,2,4
1042,3,2,3,4,2,2,2,2,3,2,2,3,2,3,2,3,1,4,4,2,3,3,3
1043,2,2,3,3,2,1,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,4
1044,2,1,2,3,3,4,3,2,1,1,2,3,2,2,2,3,2,2,1,3,3,2,3
1045,2,1,3,3,2,1,2,3,1,2,2,3,2,4,2,3,3,3,3,4,3,2,2
1046,3,2,3,2,3,2,2,2,3,2,2,3,2,3,1,3,2,2,1,4,3,3,4
1047,1,2,4,1,1,1,1,1,2,1,2,2,2,2,3,2,2,1,3,2,2,4,4
1048,1,3,3,2,1,4,4,3,3,4,3,3,4,3,2,3,2,3,1,4,3,5,5
1049,3,1,2,3,2,4,4,3,3,1,3,3,3,4,1,3,2,3,1,5,4,1,3
1050,3,1,1,3,3,2,4,3,1,1,2,4,4,4,2,3,4,3,1,4,5,2,4
1051,3,2,4,2,3,5,4,5,5,1,5,4,5,3,3,2,4,3,3,4,4,3,2
1052,3,2,3,3,3,4,2,3,4,3,2,3,4,3,3,3,2,3,3,3,4,4,4
1053,2,3,2,3,3,4,4,2,4,2,1,4,3,4,3,3,2,5,1,3,3,3,4
1054,4,1,1,4,3,2,2,3,2,1,3,4,1,2,4,4,2,2,1,4,4,5,4
1055,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,3,3,3,4
1056,1,2,4,1,1,5,4,2,4,2,2,5,4,2,4,2,3,2,2,3,4,4,3
1057,2,1,3,2,1,1,1,1,4,1,2,3,3,3,1,3,1,3,2,4,2,3,4
1058,1,1,2,2,2,3,3,2,2,2,3,3,3,2,2,3,2,3,2,5,4,2,3
1059,2,2,3,2,3,2,2,2,4,2,2,3,4,2,2,3,2,3,2,4,2,4,4
1060,4,1,2,4,4,5,4,3,4,3,2,4,4,3,3,5,4,3,2,5,4,4,5
1061,2,2,3,2,3,4,4,1,2,2,2,3,2,4,4,3,4,2,2,4,4,4,5
1062,2,2,3,2,3,2,2,2,3,2,2,3,2,2,1,3,2,3,4,2,3,4,4
1063,3,1,3,2,5,2,5,2,5,3,2,4,2,4,5,3,4,2,1,2,5,1,5
1064,3,1,1,3,2,1,1,3,4,4,3,4,3,3,3,2,3,2,2,2,3,2,2
1065,2,2,3,3,3,3,2,2,3,2,2,3,2,3,2,3,2,3,2,4,2,3,4
1066,3,2,2,4,3,3,4,4,4,2,2,4,3,3,4,3,3,3,2,4,4,5,4
1067,2,2,3,3,5,1,1,2,1,1,2,5,1,3,1,3,2,1,3,2,2,1,4
1068,1,1,4,4,2,2,2,1,1,2,2,2,2,2,4,3,2,2,3,4,2,2,3
1069,2,1,3,3,3,4,4,2,3,3,2,3,3,3,4,3,3,4,2,3,3,1,2
1070,3,2,2,3,3,4,4,2,2,2,3,3,3,3,4,4,4,2,2,4,4,2,3
1071,2,1,4,2,3,2,3,2,3,2,2,3,2,2,3,2,1,2,2,2,2,4,4
1072,2,1,3,3,2,1,3,3,2,3,3,4,3,3,1,3,3,3,1,5,4,3,5
1073,2,4,1,4,4,2,4,2,5,1,2,4,2,2,2,3,2,4,4,2,3,4,5
1074,2,1,3,2,2,2,1,2,4,2,2,3,2,2,3,2,2,2,4,3,2,3,4
1075,3,1,3,3,2,1,1,1,5,1,1,5,1,3,3,3,2,1,3,4,4,3,1
1076,1,4,5,1,1,1,2,2,4,2,2,2,1,1,2,2,2,1,4,3,2,4,4
1077,2,1,3,2,3,1,4,3,1,1,2,3,3,4,4,2,2,3,1,5,5,1,1
1078,2,2,4,2,2,2,4,2,4,2,2,2,2,3,3,2,2,3,2,2,2,3,4
1079,3,1,4,3,2,3,2,3,5,2,3,3,3,2,2,3,3,2,4,4,2,2,4
1080,2,1,3,2,3,1,4,2,5,3,2,2,1,2,3,3,2,1,3,5,4,3,5
1081,2,2,4,3,2,1,2,1,3,1,1,1,1,1,3,3,1,1,4,5,3,5,2
1082,3,1,4,3,2,1,3,2,2,2,2,5,4,3,2,2,3,2,1,4,4,4,3
1083,1,1,3,2,2,3,2,1,1,3,1,3,2,3,4,5,1,2,2,4,2,3,4
1084,2,1,3,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3
1085,3,4,3,1,3,2,4,2,3,4,3,3,2,4,3,5,4,2,2,2,3,2,5
1086,2,3,2,2,2,3,3,2,3,2,2,3,2,3,3,3,2,3,2,4,3,4,4
1087,2,1,1,3,3,2,3,1,1,4,2,3,2,2,4,4,2,3,1,5,4,3,1
1088,3,3,3,3,3,2,3,2,4,3,2,3,2,3,3,3,2,2,4,3,2,2,4
1089,3,2,3,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3,4,4
1090,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2,1,2,3,3,2
1091,2,1,2,3,2,2,4,4,2,3,2,3,3,3,4,3,2,3,1,5,5,2,4
1092,1,1,1,1,1,1,5,1,2,1,3,4,1,1,1,1,1,1,1,5,3,2,1
1093,3,2,3,1,3,3,2,2,1,2,1,2,2,3,2,3,2,2,2,4,3,4,2
1094,2,2,3,1,3,1,1,2,1,2,2,2,1,3,2,3,2,2,1,3,2,2,5
1095,3,2,3,3,2,2,2,2,4,2,2,3,2,3,2,3,2,2,3,4,2,4,4
1096,2,2,3,2,2,1,2,2,3,3,2,3,3,2,2,3,2,1,3,4,3,3,3
1097,4,1,2,2,3,3,4,3,3,2,2,4,3,4,3,4,3,2,2,4,3,2,3
1098,2,1,2,2,2,1,3,2,4,2,2,4,2,2,2,2,2,2,3,4,4,2,4
1099,3,1,1,5,4,5,5,4,1,4,4,4,4,4,4,5,4,4,1,5,5,3,3
1100,2,2,2,3,3,3,3,2,3,3,2,3,2,3,3,3,2,3,3,4,3,3,2
1101,1,3,5,2,2,1,1,2,5,2,1,1,1,2,1,2,2,1,3,2,2,5,5
1102,2,1,3,2,2,2,2,3,3,3,3,4,2,3,3,3,3,2,1,4,3,2,4
1103,3,2,3,5,5,5,5,2,5,1,2,2,2,3,2,2,2,3,1,4,4,3,3
1104,2,2,4,2,3,1,2,2,4,2,1,2,1,3,3,3,1,3,1,2,2,1,4
1105,2,1,4,3,2,1,1,1,4,2,1,5,2,5,2,3,1,2,3,4,3,4,4
1106,2,1,4,3,2,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,2,3,4
1107,2,2,4,2,2,4,2,2,4,2,2,4,2,2,2,3,3,2,4,2,2,4,4
1108,2,3,4,2,3,3,2,2,4,2,2,3,3,2,2,2,3,2,3,3,2,2,4
1109,3,1,2,2,2,4,3,2,4,3,2,3,2,3,4,4,2,3,4,4,3,2,3
1110,2,2,2,3,2,1,2,2,2,2,2,3,2,2,4,3,2,3,3,3,5,3,2
1111,3,2,2,4,2,1,1,3,4,1,2,4,2,4,1,1,3,1,1,3,3,5,5
1112,2,1,1,3,3,2,3,4,1,1,3,4,1,2,5,5,3,2,1,4,4,1,1
1113,3,1,4,2,3,2,3,2,4,3,1,3,2,5,3,3,4,3,4,4,2,4,5
1114,3,1,2,3,2,2,3,4,1,3,4,4,3,3,2,4,3,2,1,2,3,2,4
1115,2,1,2,2,3,2,4,2,1,2,3,4,3,2,2,3,2,4,1,5,3,1,4
1116,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,4,2,4,3
1117,3,5,2,5,1,5,1,1,4,1,1,3,5,5,1,2,5,2,1,5,5,5,5
1118,3,2,3,3,2,2,4,2,4,2,2,4,2,3,2,3,3,3,2,4,4,2,4
1119,4,1,2,3,3,4,3,2,4,3,2,4,2,4,2,3,3,4,2,4,4,2,2
1120,3,1,1,3,3,2,2,3,5,3,3,4,3,3,4,2,3,3,4,5,3,4,5
1121,2,2,3,2,2,2,2,2,4,2,2,3,2,2,2,2,2,2,4,3,2,3,4
1122,3,2,3,3,2,1,2,2,4,2,2,3,2,2,2,2,2,2,1,4,2,3,4
1123,3,1,1,5,3,3,5,4,1,4,3,5,5,4,4,4,5,4,3,1,5,5,1
1124,3,2,4,4,4,4,4,4,4,2,4,4,4,4,2,3,4,4,1,5,4,1,3
1125,3,1,2,5,4,5,4,3,1,2,3,5,5,5,5,3,3,5,4,3,5,3,3
1126,3,1,2,2,3,3,3,3,4,3,3,4,3,4,3,3,3,3,2,4,4,3,2
1127,2,2,4,3,2,2,3,2,4,2,2,3,2,2,2,3,3,2,4,2,3,3,4
1128,2,1,2,4,2,1,2,2,3,1,4,5,5,2,1,1,3,4,4,5,2,2,4
1129,3,2,2,4,3,4,4,5,3,2,4,4,4,3,3,5,5,4,2,4,3,1,1
1130,2,1,2,3,2,2,5,2,2,2,2,4,2,4,2,2,1,2,4,4,4,1,4
1131,2,4,4,2,1,2,2,2,5,2,2,3,2,2,2,2,2,1,3,3,2,4,4
1132,1,4,4,3,3,3,4,3,5,1,2,3,2,3,2,2,2,1,1,3,3,3,5
1133,1,2,4,1,2,1,2,1,3,2,1,2,1,1,1,2,2,1,2,1,2,3,2
1134,2,3,4,2,2,2,2,3,4,2,2,3,2,2,3,4,2,1,1,4,2,4,2
1135,2,1,1,4,4,2,4,4,2,2,2,5,2,4,4,4,4,2,1,5,3,3,2
1136,2,2,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,3,1,3,3,2,2
1137,2,1,4,2,4,1,1,1,4,4,2,3,2,1,2,2,2,1,2,4,2,4,4
1138,2,2,3,3,3,2,3,2,2,2,3,3,2,3,2,3,3,3,3,3,4,2,2
1139,1,1,3,2,4,4,4,1,1,2,2,3,4,3,4,3,2,4,3,2,4,3,4
1140,2,1,3,2,2,2,3,2,2,2,2,2,2,3,3,3,2,2,1,4,3,4,4
1141,3,1,1,3,3,3,4,2,1,3,4,4,4,2,3,4,3,4,2,1,1,2,4
1142,1,1,1,2,2,5,5,3,4,4,3,3,3,4,3,3,3,4,1,2,2,1,4
1143,2,1,2,2,2,2,3,2,1,4,2,3,2,2,4,2,2,2,1,2,3,3,4
1144,2,1,3,2,2,2,2,2,2,3,2,2,2,2,3,4,3,4,1,5,4,1,4
1145,3,1,1,4,5,2,3,2,1,2,2,5,3,4,3,4,3,3,2,5,5,3,4
1146,2,1,3,2,2,1,3,2,2,2,2,2,2,2,4,3,2,2,4,4,4,4,4
1147,1,4,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,3,2,1,1,1
1148,3,2,4,3,3,1,1,2,1,4,2,3,2,2,3,4,2,2,3,4,2,4,2
1149,2,1,1,2,1,1,2,3,3,2,3,3,1,2,4,3,3,2,4,3,2,2,2
1150,1,1,3,2,2,2,4,2,3,2,1,4,1,2,3,2,2,3,3,4,4,3,4
1151,2,1,2,2,2,2,2,3,1,2,3,3,2,4,2,3,2,2,1,4,4,1,3
1152,2,1,3,1,1,1,1,1,2,1,1,2,1,3,2,1,1,3,1,2,1,4,1
1153,2,1,2,3,3,3,4,3,3,4,3,3,4,4,4,3,4,3,1,5,4,4,2
1154,3,1,3,3,2,1,2,2,3,2,1,4,2,2,2,2,2,2,3,4,2,2,4
